,text
4344,ميش متربية موسخة هذي هي التربية لي كنت تغني بيها رباوهالك والديك او حقك راح في باطلك من كلامك تاع الشوارع كنت على الاقل ضربتي النح وواصلت حياتك وخلاص كل واحد ربي يسهل عليه ماكنتيش مضطرة للرد شحال طحتي من عيني لوكان جا راجل وقال هاك ديجا عيب عليه فما بالك المرا لي كلها انوثة وادب كنت نتساءل على التربية لي كنت تتغناي بيها ونشوف كيفاه هي الان عرفتها ربي يهديك
4454,نقولك حاجة يا انسة هداك راجلك زوجك حلالك ديري معاه المحبوب والمقبوب لكن وين في بلاد الاجانب راكي عند العرب والعرب القوم الذين يعيشون ويموتون من اجل القيل والقال شوف شوف هديك كيفاه راهي تتمشا معا داك شفت البارح فتيحة مع عربي اتفو علينا ملخر عندكي الحق حياتك عيشيها والعربي رايه يديره ورق حمام مين نشوف فلغرب نبقا بلا راس ياكلو بعضهم على جال شكون لي يسكن المريخ الاول وحنا لا مراة مع راجل ها تبدا الهدرة دارت دارت فعلت فعلت تفو
5066,عادي انتم جبهم وحنا نرجمهم بالحجر مثل شياطين
5073,هاد الوزيرة تاع التدنس اما الثقافة الجزاير اطلعت افاق العالمية
2228,شوفو وجها كي داير داير كيما مهراس اربك تقول حبه بضنجال شوفو فمها موالفا للمص
2223,اغسلي وجهك وطلعي شعرك لي باش يعميلك عينيك ونبعدا اروحي اهدري على رجال لجزاير حنونه والله
4619,الله يرحم والديك على الهدرة الزينا
3370,وجهها تحسب هذاك الفيم تع القناع
205,صحبتي
2816,روحي نتي برك مهوش من وجهك الجزايري اترباو نريق على وحدة كيفك مخلوعة بروحك نتي تمثلي المراة الجزايرية
5947,هيفاء بوس الواوا حسبنا الله ونعم الوكيل
545,عندها الحق يعني هكا ولا كتر انا محجبة بصح يستاهلو يعني عندها الحق الحيوانات خير منا والله غير عندها كل الحق
5504,من سب الشهداء الجزاير غير مرغوب به في الجزاير حبيبة
1423,كيما طلعوك بعض التافهين تهبطي من طرف الشعب بيسك عيب نتي تفوتي في لاتيلي بعد سبك وشتم الشعب بذالك الكلام البديي
4720,كثرتو عليها الهدرا والفديوات والقصف دخلتو فيها جنون تع ربي من بكري راح طيحلكم وتستاهلو تطياح خاطر متفهموش شاطرين غير في سبان والهدرا علا ناس
640,عندها الحق برك غلطت كي ماقالتش حاشا البعض باسكو كانت مقلقة لواحد يكون مقلق يولي ليسونسيال يوصل الفكرة تاعو يخرج زعافو ياو عندها الحق حبو ولا اكرهو
5214,نرفض رفضا قاطعا تلويث ارضنا الطاهرة بالمطبعين المتصهينين ولا العاهرات صنيعة الماسونية
4669,ماشي متربية خامجة بنت شوارع
3600,مديروش عليها راهي ضربا وحد ويسكي
137,انتي معندكش حق تحكي على الناس
1071,احسن ما قلت
2541,هذه تنطبق عليها نضرية داروين هذه من فصيلة القردة امنيتي ان ارجع لخصية ابي ولاارى هذه الاشكال
1926,واش راكي حسبا روحك
3653,نتي راه خصك الزيبمباب
2479,حيونات هيا انتي متحشميش روحي استري روحك خلاص وليتي مكروها نتاع الجزاير ين
3659,حكمت على نفسها ان تبقى بايرة طول حياتها
457,ربي قال سترو قال غض البصر قصة الرسول صلى الله عليه وسلم كيجات عندو امراة صحابي انبهر بجمالها قالو حط راسك ماقالهاش ستري روحك
5602,قلولهم يروحو للمروك
5084,لا اهلا لا سهلا من لا يعرف قدرنا الشهداء مقدسون خط احمر والجزاير لا تحتاج الترويج للسياحة الجنسية لقد اكرمنا الله بالبترول الغاز كل الثروات الطبيعية ولله الحمد
3714,كي راكي تقولي يشوفو وحدة طرف لحم نتي تالمو نيتك خاسرة تبالك برك الله يهديك قبل ميديك
1325,انت بدلو هدرتك ولوخرا بدلولها صوتها واحنا ناكلو الميلفاي من ودنينا
947,تفوه
3601,هاذي الطفلة ليراكي تهدري عليها لابسة جين قصير وتري جولي وماعلاباليش والناس يشوفون فيها الغلطة ماشي فالناس لي يشوفون فيها الغلطة فيها هي لي لابسة هاداك ونتي راكي تشجيع فيهم لوكان عشينا نطبقو دين الاسلام المراة يبان فيها غير وجهها ويديها وربي كي فرض الحجاب علابالو علاش فرصة وماتخلطيش هاديك الطفلة شيماء حكايتها وحدها والناس لي راكي تهدري عليهم وحدهم نورمالمون راكي اعلامية ماتقدريش هاداك نورمالمون تهدر باللغة العربية الفصحة انا نكرهك والناس تكرهك نضالي تقصفي فرجال سوى كان فستوري ولا في سوق النساء ما يحقلكش تهدري على الناس وتشبهيهم بالكلاب مالا نتي يادرى باش نشبهوك
2450,انتوما اولاد والله كامل الهدرة لي تكلمت عليها وقليلة فيكم ياخي تستاهلو كتر من هاك قالت عليكم كباش بلاك الكباش بقيمتهم شويا انتوما قل منها حاشا لبعض
4702,انا جامي شت مرا تسب كيمهاك اما مرا لي بشرفها وعزها متصورش روحها كيمهاك الله يهديك يامرا
4540,شكون يضمن بلي هذا صح صوت بشرى عقبي ممكن هاذو حسادها هي اخطات لكن الله يغفر الذنوب جميعا ربي يهدينا للخير لوكان كل واحد يتبع الاخطاء نتاعو نحن البشر لا نرى اخطاينا بل نراقب اخطاء الناس
281,روحي نحي غير ديك سنسلة لي راكي دايرتها ومبعد علمي ناس كيش يمشو وليتي مسيحية
1112,قنوات العار وزيڨوات مازلتو تجيبو هدا طحانين تفو عليكم اكبر متسبب في فساد المجتمع هدا القنوات تاع لكرفي
1096,لاه راكم ترفدولها روح شوف فيديوهات وحدخرين وامبعداك اهدروا
3328,واشبيك الباشعة يا القارصة
2511,ببن قوسين عندها الحق على اشباه الرجال حاشا الرجال
2162,لكن ليس الجميع فية معينة
1473,ياو شعب قاع يكرهك متوريش وجهك
650,انت تعرفي خير من ربي سبحانو كي قال استرو رواحكم ديرو حجاب يعني انت حبيتي تفهمينا بلا اللباس العاري ماشي هو السبب في الاغتصاب اسمعي الراجل كي يشوف وحدة لابسة لباس محترم ساترا روحها يحتارمها الله كاين بنات تشوفها تحشم منها وزيد كي عجبوك ليفرونسي كيفاه يكومونتيو حطيتيهم خير من الجزايريبن علاه مرحتيش تعيش في فرنسا ياك انت نيفو طالع بزاف ما تخرجش عليك هذي العقلية تقولي عليهم هوما المسلمين علاه انت تعرفي الاسلام لوكان جيتي تعرفي الاسلام ما ديريش هذاك الصليب في رقبتك زيدي قوليلي مفتاح اقسم بالله غير صليب اضح وضوح الشمس زيد ثاني لوكان جيتي تعرفي الاسلام ما تعنقيش محمد رغيس هكذاك تلسقي فيه كامل هكذاك تضلي تعري في رجليك هكذا المهم جيتي طلي طحتي انت راهي خالعاتك روحك تحسابي روحك وصلتي هذا مكان شوفي كاين بزاف صحفيين مقدمين برامج ممثلين روعة قبل ما يهدرو الكلام يطلعولو الف حساب حاطين رجليهم في الما بارد ماشاء الله عليهم مخليين بلاصتهم نقية اتعلمي من الناس المتواضعة
